A5r,A8l,A3r,A7r,A6r,A4l,A5l,A3l,A7l,A6l,A4r,A8r,A2l,A2r
-0.002706351061047403,-0.002706351061047403,-0.002706351061047403,-0.002706351061047403,-0.002706351061047403,-0.002706351061047403,-0.002706351061047403,-0.002706351061047403,-0.002706351061047403,-0.002706351061047403,-0.002706351061047403,-0.002706351061047403,-0.002706351061047403,-0.002706351061047403
-0.003155075696748462,-0.003155075696748462,-0.003155075696748462,-0.003155075696748462,-0.003155075696748462,-0.003155075696748462,-0.003155075696748462,-0.003155075696748462,-0.003155075696748462,-0.003155075696748462,-0.003155075696748462,-0.003155075696748462,-0.003155075696748462,-0.003155075696748462
-0.002367300844243256,-0.002367300844243256,-0.002367300844243256,-0.002367300844243256,-0.002367300844243256,-0.002367300844243256,-0.002367300844243256,-0.002367300844243256,-0.002367300844243256,-0.002367300844243256,-0.002367300844243256,-0.002367300844243256,-0.002367300844243256,-0.002367300844243256
-0.0012624221153290627,-0.0012624221153290627,-0.0012624221153290627,-0.0012624221153290627,-0.0012624221153290627,-0.0012624221153290627,-0.0012624221153290627,-0.0012624221153290627,-0.0012624221153290627,-0.0012624221153290627,-0.0012624221153290627,-0.0012624221153290627,-0.0012624221153290627,-0.0012624221153290627
-0.0012706170598347074,-0.0012706170598347074,-0.0012706170598347074,-0.0012706170598347074,-0.0012706170598347074,-0.0012706170598347074,-0.0012706170598347074,-0.0012706170598347074,-0.0012706170598347074,-0.0012706170598347074,-0.0012706170598347074,-0.0012706170598347074,-0.0012706170598347074,-0.0012706170598347074
-0.0020826566407318257,-0.0020826566407318257,-0.0020826566407318257,-0.0020826566407318257,-0.0020826566407318257,-0.0020826566407318257,-0.0020826566407318257,-0.0020826566407318257,-0.0020826566407318257,-0.0020826566407318257,-0.0020826566407318257,-0.0020826566407318257,-0.0020826566407318257,-0.0020826566407318257
-0.001987332174034366,-0.001987332174034366,-0.001987332174034366,-0.001987332174034366,-0.001987332174034366,-0.001987332174034366,-0.001987332174034366,-0.001987332174034366,-0.001987332174034366,-0.001987332174034366,-0.001987332174034366,-0.001987332174034366,-0.001987332174034366,-0.001987332174034366
-0.0016690397307499273,-0.0016690397307499273,-0.0016690397307499273,-0.0016690397307499273,-0.0016690397307499273,-0.0016690397307499273,-0.0016690397307499273,-0.0016690397307499273,-0.0016690397307499273,-0.0016690397307499273,-0.0016690397307499273,-0.0016690397307499273,-0.0016690397307499273,-0.0016690397307499273
-0.0003341271938879708,-0.0003341271938879708,-0.0003341271938879708,-0.0003341271938879708,-0.0003341271938879708,-0.0003341271938879708,-0.0003341271938879708,-0.0003341271938879708,-0.0003341271938879708,-0.0003341271938879708,-0.0003341271938879708,-0.0003341271938879708,-0.0003341271938879708,-0.0003341271938879708
0.0003905221948972087,0.0003905221948972087,0.0003905221948972087,0.0003905221948972087,0.0003905221948972087,0.0003905221948972087,0.0003905221948972087,0.0003905221948972087,0.0003905221948972087,0.0003905221948972087,0.0003905221948972087,0.0003905221948972087,0.0003905221948972087,0.0003905221948972087
0.0026470550880211227,0.0026470550880211227,0.0026470550880211227,0.0026470550880211227,0.0026470550880211227,0.0026470550880211227,0.0026470550880211227,0.0026470550880211227,0.0026470550880211227,0.0026470550880211227,0.0026470550880211227,0.0026470550880211227,0.0026470550880211227,0.0026470550880211227
0.005884613152365756,0.005884613152365756,0.005884613152365756,0.005884613152365756,0.005884613152365756,0.005884613152365756,0.005884613152365756,0.005884613152365756,0.005884613152365756,0.005884613152365756,0.005884613152365756,0.005884613152365756,0.005884613152365756,0.005884613152365756
0.007500890206902767,0.007500890206902767,0.007500890206902767,0.007500890206902767,0.007500890206902767,0.007500890206902767,0.007500890206902767,0.007500890206902767,0.007500890206902767,0.007500890206902767,0.007500890206902767,0.007500890206902767,0.007500890206902767,0.007500890206902767
0.01041028342708746,0.01041028342708746,0.01041028342708746,0.01041028342708746,0.01041028342708746,0.01041028342708746,0.01041028342708746,0.01041028342708746,0.01041028342708746,0.01041028342708746,0.01041028342708746,0.01041028342708746,0.01041028342708746,0.01041028342708746
0.012654006522557062,0.012654006522557062,0.012654006522557062,0.012654006522557062,0.012654006522557062,0.012654006522557062,0.012654006522557062,0.012654006522557062,0.012654006522557062,0.012654006522557062,0.012654006522557062,0.012654006522557062,0.012654006522557062,0.012654006522557062
0.015235892205956976,0.015235892205956976,0.015235892205956976,0.015235892205956976,0.015235892205956976,0.015235892205956976,0.015235892205956976,0.015235892205956976,0.015235892205956976,0.015235892205956976,0.015235892205956976,0.015235892205956976,0.015235892205956976,0.015235892205956976
0.01663493386741697,0.01663493386741697,0.01663493386741697,0.01663493386741697,0.01663493386741697,0.01663493386741697,0.01663493386741697,0.01663493386741697,0.01663493386741697,0.01663493386741697,0.01663493386741697,0.01663493386741697,0.01663493386741697,0.01663493386741697
0.01697176686577566,0.01697176686577566,0.01697176686577566,0.01697176686577566,0.01697176686577566,0.01697176686577566,0.01697176686577566,0.01697176686577566,0.01697176686577566,0.01697176686577566,0.01697176686577566,0.01697176686577566,0.01697176686577566,0.01697176686577566
0.016954730094914938,0.016954730094914938,0.016954730094914938,0.016954730094914938,0.016954730094914938,0.016954730094914938,0.016954730094914938,0.016954730094914938,0.016954730094914938,0.016954730094914938,0.016954730094914938,0.016954730094914938,0.016954730094914938,0.016954730094914938
